DateHour,Wind_Speed_Actual_Knots,Production_Actual_MWh,Production_Forecast_1hour_MWh,Production_Forecast_6hour_MWh,Production_24hour_MWh,Electricity_Prices_Day_Ahead_Dollar,Electricity_Prices_Spot_Dollar
15/02/2022 03:00,27.91,695.1046,735.5916,702.7163,262.0796,87.79,85.08
15/02/2022 04:00,28.28,723.6407,750.3106,771.1807,477.8344,88.71,86.2
15/02/2022 05:00,27.56,669.635,682.6803,706.343,675.943,101.17,98.78
15/02/2022 06:00,28.47,738.3365,710.1223,742.8349,709.2672,123.37,122.31
15/02/2022 07:00,34.75,1100,886.2793,812.3188,723.6308,121.32,119.8
15/02/2022 08:00,33.19,1100,1061.6992,903.1858,730.964,146.63,142.44
15/02/2022 09:00,26.65,605.31,787.3106,731.6344,666.1632,130.71,127.68
15/02/2022 10:00,27.27,648.5652,713.7149,753.5693,685.4131,107.22,106.75
15/02/2022 11:00,23.27,403.1678,470.457,571.9189,541.897,93.07,90.11
15/02/2022 12:00,18.51,202.81,286.2924,347.2973,395.3514,87.18,85.37
15/02/2022 13:00,20.64,281.1017,284.578,338.3483,443.5912,87.37,84.61
15/02/2022 14:00,19.22,226.9622,231.199,275.4937,393.6237,87.95,85.1
15/02/2022 15:00,19.08,222.0243,232.0719,241.1635,341.4272,92.57,89.66
15/02/2022 16:00,15.48,118.758,149.1087,158.1051,209.8191,111.83,109.62
15/02/2022 17:00,15.78,125.7734,138.0786,154.7062,182.0701,132.31,128.29
15/02/2022 18:00,15.22,112.6808,115.8071,133.127,162.2167,138.36,134.24
15/02/2022 19:00,17.44,169.7125,134.6601,146.3211,190.1995,136.21,132.01
15/02/2022 20:00,17.02,157.6157,145.2081,135.7007,171.3075,118.04,116.52
15/02/2022 21:00,34.98,1100,396.6674,259.278,185.7701,100.37,97.08
15/02/2022 22:00,23.19,398.9126,449.2092,320.9701,194.6987,92.17,89.95
15/02/2022 23:00,26.14,571.4787,638.2691,428.747,194.6987,99.33,96.92
16/02/2022 00:00,23.36,407.7467,430.9729,450.4756,194.6987,86.65,85.68
16/02/2022 01:00,29.46,817.672,583.2201,659.8942,268.206,89.41,88.27
16/02/2022 02:00,24.46,467.8712,506.2379,493.1436,403.3135,86.78,84.24
16/02/2022 03:00,25.52,531.462,562.0156,539.9245,437.12,86.04,84.27
16/02/2022 04:00,30.53,910.3291,618.1087,606.4143,498.9915,87.36,85.56
16/02/2022 05:00,28.68,754.3845,720.5336,681.9055,551.2283,91.01,89.33
16/02/2022 06:00,26.65,605.5378,675.1319,623.2619,588.344,111.71,109.05
16/02/2022 07:00,26.42,589.8363,618.078,628.8468,580.6091,99.05,96.22
16/02/2022 08:00,29.2,796.5131,659.7373,724.6957,597.6527,102.42,101.88
16/02/2022 09:00,33.33,1100,833.8017,768.5672,677.2374,126.62,124.53
16/02/2022 10:00,23.27,403.3234,558.2411,531.9735,528.5085,137.8,136.37
16/02/2022 11:00,14.94,106.6017,233.2695,263.0563,285.2071,122.02,119.54
16/02/2022 12:00,19.79,248.0868,231.2294,338.3303,397.6173,107.81,106.44
16/02/2022 13:00,24.39,463.9938,244.7965,396.5941,528.0071,90.26,88.4
16/02/2022 14:00,28.08,707.9138,446.9711,344.9902,597.6527,91.07,89.15
16/02/2022 15:00,32.02,1050.046,714.3736,433.5665,597.6527,91.48,89.16
16/02/2022 16:00,31.33,984.0855,905.4617,638.2048,647.0806,113.08,109.71
16/02/2022 17:00,27.94,698.0256,795.4606,728.7322,700.4889,138.42,135.55
16/02/2022 18:00,29.76,843.1644,836.3027,845.9777,702.9581,155.23,151.1
16/02/2022 19:00,31.14,965.5597,830.7396,902.131,702.9581,129.78,128.15
16/02/2022 20:00,32.13,1060.6899,953.6759,904.0497,773.5696,104.23,101.31
16/02/2022 21:00,32.51,1098.8718,1040.6862,925.1135,902.98,104.07,101.57
16/02/2022 22:00,30.43,901.2191,958.3235,935.5617,917.0275,94.17,92.05
16/02/2022 23:00,24.61,476.5234,622.1676,656.8113,679.4226,127.37,127.17
17/02/2022 00:00,30.11,873.1829,731.2759,859.8509,902.7708,115.71,113.61
17/02/2022 01:00,28.37,730.7242,679.6079,763.2983,806.3995,111.71,109.51
17/02/2022 02:00,31.33,984.1975,858.4734,777.7845,887.1272,81.19,79.99
17/02/2022 03:00,29.73,840.3627,843.9585,766.5481,863.5339,72.25,70.09
17/02/2022 04:00,31.13,965.4539,928.5035,875.501,932.968,70.63,69.88
17/02/2022 05:00,32.1,1057.9144,951.7647,910.6315,932.968,62.31,60.54
17/02/2022 06:00,33.38,1100,1068.5706,1003.2672,932.968,68.34,66.63
17/02/2022 07:00,31.65,1014.3131,1049.6522,1009.3188,932.968,69.88,67.71
17/02/2022 08:00,34.57,1100,1100,1100,974.7957,88.95,85.67
17/02/2022 09:00,37.06,1100,1100,1100,999.1797,104.52,101.63
17/02/2022 10:00,35.43,1100,1100,1100,1035.9608,120.78,117.47
17/02/2022 11:00,38.07,1100,1100,1100,1100,88.09,85.62
17/02/2022 12:00,37.02,1100,1100,1100,1100,101.29,97.82
17/02/2022 13:00,29.71,839.2879,1080.3806,1100,1033.2612,98.42,97.47
17/02/2022 14:00,31.52,1001.5399,1061.4332,1100,1100,105.22,101.75
17/02/2022 15:00,29.79,845.5008,869.2343,1000.269,1036.8248,109.94,107.38
17/02/2022 16:00,30.76,931.3789,924.6644,977.3672,1042.1796,115.33,112.48
17/02/2022 17:00,32.02,1050.3494,939.9298,931.1268,1100,135.25,130.69
17/02/2022 18:00,28.59,747.6351,823.3194,826.5677,879.3768,148.72,147.37
17/02/2022 19:00,26.15,571.955,667.7952,687.7119,751.8692,146.04,141.26
17/02/2022 20:00,30.13,875.1831,724.3266,823.874,889.0139,97.78,94.74
17/02/2022 21:00,26.86,619.9294,649.9464,687.7041,733.5446,108.01,104.46
17/02/2022 22:00,27.77,685.176,703.215,689.972,761.0791,79.15,77.05
17/02/2022 23:00,28.06,706.6159,669.8863,686.8607,750.2118,90.83,87.63
18/02/2022 00:00,28.9,771.9871,720.6385,728.436,759.7461,91.96,88
18/02/2022 01:00,14.5,97.5197,224.9781,250.5286,314.0421,93.29,90.07
18/02/2022 02:00,16.42,141.604,192.1903,247.351,348.4432,88.18,83.89
18/02/2022 03:00,17.91,183.6768,137.9091,238.3512,369.8143,83.79,80.56
18/02/2022 04:00,17.07,159.0957,159.9704,186.9982,330.8241,86.53,83.14
18/02/2022 05:00,16.33,139.2227,149.3614,140.7324,231.9517,101.94,97.79
18/02/2022 06:00,21.95,338.4568,200.9009,184.5516,253.2371,131.64,124.06
18/02/2022 07:00,17.97,185.6559,197.999,189.9436,184.6646,94.29,90
18/02/2022 08:00,19.84,249.6763,251.2643,206.8873,184.6646,102.77,96.61
18/02/2022 09:00,27.7,680.0635,333.0798,286.1231,184.6646,122.59,116.28
18/02/2022 10:00,20.15,261.8668,311.707,289.4736,184.6646,106.99,101.26
18/02/2022 11:00,17.96,185.3842,254.0274,231.5329,185.4521,96.63,91.4
18/02/2022 12:00,19.35,231.8772,224.876,262.7813,207.911,96,90.9
18/02/2022 13:00,21.36,311.8402,239.3587,309.422,240.6671,95.89,90.16
18/02/2022 14:00,22.36,357.7199,297.3442,265.1848,255.7232,96.05,91.51
18/02/2022 15:00,26.16,572.7392,404.3816,315.2683,286.1266,97.2,91.69
18/02/2022 16:00,26.56,599.2038,501.4452,397.349,286.1266,117.69,111.51
18/02/2022 17:00,24.83,489.5906,520.409,456.417,334.2555,130.27,123.23
18/02/2022 18:00,28.96,776.5954,614.4057,547.6336,420.2129,145.84,138.17
18/02/2022 19:00,30.69,924.4078,714.0924,660.7711,420.2129,157.84,148.68
18/02/2022 20:00,24.85,490.7462,595.6756,562.9807,490.1682,134.58,127.47
18/02/2022 21:00,23.36,407.7497,489.63,496.6892,447.6953,112.19,105.83
18/02/2022 22:00,24.98,498.5879,464.4403,547.6121,494.6567,98.28,94.22
18/02/2022 23:00,21.47,316.4752,358.0032,402.9641,398.9587,94.23,89.56
19/02/2022 00:00,24.72,483.1592,427.0201,435.3188,488.8854,90.04,87.97
19/02/2022 01:00,26.39,588.0329,452.9522,452.43,494.6567,103.62,101.8
19/02/2022 02:00,28.32,726.5366,593.7349,510.4205,494.6567,92.48,90.6
19/02/2022 03:00,27.37,655.9704,655.2204,540.0743,542.0811,91.84,89.47
19/02/2022 04:00,23.94,439.0884,514.6053,502.5988,466.3209,93.11,90.05
19/02/2022 05:00,26.48,594.0845,557.8481,594.745,494.6567,95.75,93.89
19/02/2022 06:00,12.73,66.0053,154.1712,194.4461,212.218,120.33,118.58
19/02/2022 07:00,17.69,177.0263,196.9285,243.2867,307.7623,107.28,104.01
19/02/2022 08:00,19.3,229.9242,145.6022,243.2158,332.0938,135.97,131.14
19/02/2022 09:00,25.42,525.5952,287.9926,268.5673,504.0796,139.99,134.64
19/02/2022 10:00,13.3,75.2145,139.0074,118.949,219.0708,119.19,116.26
19/02/2022 11:00,18.56,204.5543,213.4851,209.4272,259.4221,106.2,102.48
19/02/2022 12:00,21.35,311.3214,178.4781,240.3452,268.5705,99.15,95.63
19/02/2022 13:00,19.68,243.7519,247.2065,243.1493,236.7708,90.69,88.67
19/02/2022 14:00,22.93,385.836,310.0244,225.1441,236.7708,91.26,89.1
19/02/2022 15:00,20.69,283.4444,291.9208,281.4021,236.7708,92.16,89.68
19/02/2022 16:00,17.52,172.061,217.7456,218.6547,202.6976,111.79,108.67
19/02/2022 17:00,18.46,201.2358,208.3701,224.9539,218.522,131.49,126.26
19/02/2022 18:00,18.95,217.6397,196.3645,231.0434,223.9834,135.28,130.88
19/02/2022 19:00,17.04,158.3886,174.3239,180.0683,183.4522,142.61,139.4
19/02/2022 20:00,20.37,270.2003,212.0853,201.4899,230.4493,107.11,104.39
19/02/2022 21:00,19.39,233.3722,217.1604,214.0055,235.9389,107.79,103.72
19/02/2022 22:00,21.65,324.5167,274.353,236.4705,238.5244,98.23,95.16
19/02/2022 23:00,19.02,220.1238,237.9521,228.4551,223.3876,95.91,93.55
20/02/2022 00:00,19.48,236.4811,246.9964,245.728,226.6835,88.59,84.53
20/02/2022 01:00,20.89,291.5003,248.162,259.2314,226.6835,98.5,93.51
20/02/2022 02:00,19.41,233.8502,243.324,246.3724,233.6111,75.51,71.41
20/02/2022 03:00,18.57,204.9789,222.8406,220.2428,218.9831,72.6,68.96
20/02/2022 04:00,17.73,178.3015,191.2804,201.6624,204.7127,67.17,63.73
20/02/2022 05:00,21.41,313.7675,227.7176,240.9019,235.1632,90.09,84.43
20/02/2022 06:00,21.53,319.2878,264.5447,245.6796,235.1632,120.07,112.33
20/02/2022 07:00,17.32,166.2511,209.3125,196.5933,198.7201,108.74,103.21
20/02/2022 08:00,17.37,167.585,188.2419,193.4704,195.7553,111.13,104.62
20/02/2022 09:00,17.17,161.9459,163.5919,188.5909,189.0847,118,111.07
20/02/2022 10:00,18.09,189.3016,172.6815,192.5857,193.1431,101.59,96.91
20/02/2022 11:00,19.9,252.1583,198.8454,185.6264,197.0363,98,92.27
20/02/2022 12:00,16.49,143.5042,166.3957,161.3121,162.7974,94.85,89.15
20/02/2022 13:00,19.22,227.0297,203.7673,192.0237,183.7467,94.19,89.96
20/02/2022 14:00,23.91,437.2304,251.0728,237.9899,207.5946,96.35,91.76
20/02/2022 15:00,27.31,651.4359,413.9997,312.0039,207.5946,94.8,89.34
20/02/2022 16:00,19.3,229.8006,313.4919,266.4125,207.5946,114.15,109.54
20/02/2022 17:00,15.67,123.1571,193.3537,198.5237,161.7204,124.95,119.08
20/02/2022 18:00,30.75,930.3594,336.3171,409.2257,228.4123,145.94,137.7
20/02/2022 19:00,29.94,858.2265,527.5603,475.8172,240.8065,141.54,133.6
20/02/2022 20:00,27.73,681.781,748.2309,480.6814,336.2529,110.78,106.29
20/02/2022 21:00,28.01,703.2405,723.9635,589.9462,537.2367,106.73,100.33
20/02/2022 22:00,27.42,659.1847,670.1536,709.1943,655.3027,94.83,89.75
20/02/2022 23:00,29.99,863.2062,738.5352,749.6865,670.4194,95.62,90.59
21/02/2022 00:00,26.26,579.3062,634.9246,634.6345,623.7541,81.96,80.13
21/02/2022 01:00,22.45,361.8352,461.3264,478.3688,500.379,92.35,89.69
21/02/2022 02:00,19.96,254.4243,314.6235,368.6923,429.4047,94.82,91.94
21/02/2022 03:00,19.18,225.6479,250.3357,312.3326,408.535,95.18,91.94
21/02/2022 04:00,22.61,369.681,278.9389,344.8748,483.4227,91.61,88.23
21/02/2022 05:00,19.62,241.4726,257.535,263.2555,341.8075,92.69,91.03
21/02/2022 06:00,15.37,116.0588,165.0992,167.2447,217.5831,118.76,115.21
21/02/2022 07:00,11.64,50.4444,80.2919,100.8009,141.6699,99.75,97.65
21/02/2022 08:00,7.3,12.4495,26.3014,46.2021,79.4936,115.13,110.78
21/02/2022 09:00,10.71,39.321,30.8909,52.8209,109.1496,117.18,114.64
21/02/2022 10:00,8.05,16.6603,18.7304,25.9741,64.8913,96.64,94.6
21/02/2022 11:00,7.14,11.6222,15.6722,16.6947,35.1507,91.78,91.12
21/02/2022 12:00,5.67,5.8213,8.0296,9.7055,19.1048,90.69,90.25
21/02/2022 13:00,11.79,52.4175,17.6201,20.847,44.652,92.74,90.92
21/02/2022 14:00,4.59,3.1013,6.8133,6.9793,10.9084,92.18,89.58
21/02/2022 15:00,14.13,90.2788,33.665,20.8007,26.3908,94.73,91.19
21/02/2022 16:00,10.75,39.7586,30.346,26.457,26.3908,111.15,108.16
21/02/2022 17:00,9.11,24.1912,34.1575,28.2408,20.1923,129.66,127.77
21/02/2022 18:00,10.49,36.9363,33.1329,30.2538,30.1158,145.14,142.32
21/02/2022 19:00,13.39,76.8121,42.5488,49.612,30.1158,139.37,135.28
21/02/2022 20:00,18.66,207.836,91.2182,62.1914,38.3301,110.82,108.37
21/02/2022 21:00,22.41,359.8727,191.3433,103.9515,45.7968,101.83,98.16
21/02/2022 22:00,16.98,156.523,191.6555,140.7179,63.8401,88.26,87.58
21/02/2022 23:00,15.42,117.3371,152.9135,141.0178,83.3643,96.29,92.65
22/02/2022 00:00,14.29,93.4292,106.4442,129.1472,91.845,90.48,88.82
22/02/2022 01:00,12.11,56.7902,70.6873,91.1134,69.8839,102.38,100.78
22/02/2022 02:00,9.44,26.9138,39.1228,49.2174,50.4692,93.27,90.64
22/02/2022 03:00,11.14,44.2816,41.4031,52.7388,62.3842,87.36,86.83
22/02/2022 04:00,8.28,18.146,22.9301,28.8861,43.2813,86.06,83.41
22/02/2022 05:00,8.29,18.2045,21.5166,23.863,39.6749,91.69,89.52
22/02/2022 06:00,7.09,11.4116,13.4358,16.1969,26.2271,104.1,101.56
22/02/2022 07:00,9.91,31.107,19.1556,22.8708,34.1134,104.41,101.56
22/02/2022 08:00,9.56,27.9113,22.186,20.5176,28.6886,127.56,123.5
22/02/2022 09:00,7.82,15.3228,19.3693,17.5011,20.784,141.02,139.44
22/02/2022 10:00,10.77,40.0088,26.4401,23.5596,27.4095,107.86,106.17
22/02/2022 11:00,11.15,44.3355,31.1892,30.4979,27.4095,99.12,95.89
22/02/2022 12:00,8.41,19.0421,25.4165,23.1464,21.0503,90.86,89.53
22/02/2022 13:00,8.19,17.553,21.197,21.2697,18.0814,90.56,87.95
22/02/2022 14:00,3.91,1.9071,4.9559,7.6097,7.3614,88.75,87.99
22/02/2022 15:00,2.75,0.6672,1.8264,3.5756,5.3981,90.38,87.25
22/02/2022 16:00,7.03,11.0941,3.0364,7.1077,14.3926,112.12,107.87
22/02/2022 17:00,15.11,110.2872,18.2585,12.9403,18.2875,131.52,127.04
22/02/2022 18:00,16.01,131.1609,65.7228,23.0062,18.2875,140.2,135.91
22/02/2022 19:00,12.54,63.1049,79.5207,39.0395,28.2413,140.36,135.47
22/02/2022 20:00,7.86,15.5119,31.945,29.9403,16.8616,106.36,102.73
22/02/2022 21:00,7.51,13.5273,18.9845,28.7873,14.9698,97.72,94.74
22/02/2022 22:00,11.06,43.2842,21.8562,42.5075,16.5114,92.13,90.72
22/02/2022 23:00,9.47,27.126,26.0965,28.0861,20.7811,95.51,92.73
23/02/2022 00:00,11.87,53.4846,40.2767,27.8739,34.5784,109.2,110.43
23/02/2022 01:00,13.52,79.0492,50.163,39.0127,48.2047,101.65,101.25
23/02/2022 02:00,14.02,88.1203,72.5016,55.0904,58.1622,83.06,84.68
23/02/2022 03:00,16.44,142.0747,100.7553,71.2885,58.1622,83.32,83.08
23/02/2022 04:00,15.21,112.4614,112.6271,91.7867,58.1622,72.99,73.63
23/02/2022 05:00,16.07,132.667,128.6632,109.035,65.437,70.31,72.07
23/02/2022 06:00,12.89,68.5265,84.1788,86.0469,71.0636,87.98,88.07
23/02/2022 07:00,18.43,200.171,126.0547,126.3093,83.5027,89.52,89.5
23/02/2022 08:00,18.64,207.2354,147.7447,137.1755,99.7966,95.88,96.8
23/02/2022 09:00,17.04,158.1454,172.4759,146.6561,122.2861,108.13,107.99
23/02/2022 10:00,25.46,528.1867,270.7954,202.2785,137.3172,93.12,92.89
23/02/2022 11:00,20.04,257.2582,273.1735,252.8826,149.9666,83.74,83.4
23/02/2022 12:00,14.9,105.8867,171.9904,158.8198,126.651,83.44,83.17
23/02/2022 13:00,18.16,191.4886,177.3401,207.1108,174.2858,84.02,83.64
23/02/2022 14:00,24.21,454.0689,222.5792,277.7894,195.7977,89.04,88.99
23/02/2022 15:00,28.47,737.9222,421.1195,302.8549,203.6828,80.26,81.41
23/02/2022 16:00,28.12,711.127,624.9188,377.7241,231.3462,104.94,106.29
23/02/2022 17:00,28.46,737.6466,728.8259,529.3905,346.4003,109.29,111.06
23/02/2022 18:00,27.14,639.5239,667.0048,644.4706,490.1943,138.76,138.82
23/02/2022 19:00,33.32,1100,832.9436,788.3301,582.0818,125.93,126.01
23/02/2022 20:00,31.88,1036.5835,932.7394,845.1419,674.6924,114.77,114.21
23/02/2022 21:00,32.89,1100,1100,929.039,724.3059,102.12,102.14
23/02/2022 22:00,32.56,1100,1092.3634,1005.2778,737.7844,90.08,90.43
23/02/2022 23:00,30.75,930.4124,991.318,1001.4066,830.4529,99.78,99.31
24/02/2022 00:00,32.09,1057.1789,1028.7294,1051.6293,982.5421,103.9,101.84
24/02/2022 01:00,29.49,820.2871,875.2542,909.6156,898.9756,111.39,110.15
24/02/2022 02:00,30.77,931.9295,932.5296,948.4729,957.3991,101.24,100.63
24/02/2022 03:00,31.6,1008.9871,918.1985,947.4363,1015.8397,96.57,93.8
24/02/2022 04:00,34.4,1100,1073.4612,1016.0082,1046.8474,86.9,83.7
24/02/2022 05:00,33.36,1100,1100,1040.6373,1046.8474,81.34,78.78
24/02/2022 06:00,33.27,1100,1100,1100,1080.384,86.12,82.97
24/02/2022 07:00,26.93,624.9905,785.1247,814.8048,811.9453,86.16,85.42
24/02/2022 08:00,23.03,390.5046,523.2606,602.8723,636.9551,92.62,90.01
24/02/2022 09:00,25.62,537.7799,511.4375,631.7155,732.7589,102.1,100.3
24/02/2022 10:00,22.35,357.3245,389.7062,458.8539,578.0605,110.93,107.21
24/02/2022 11:00,19.69,244.3496,301.5566,322.8009,457.474,90.81,87.68
24/02/2022 12:00,17.4,168.5626,206.1442,237.5594,333.1699,88.05,86.54
24/02/2022 13:00,21.83,332.8328,242.423,312.6078,393.0939,79.51,78.85
24/02/2022 14:00,23.63,422.1414,294.3326,295.5047,406.1177,80.13,78.81
24/02/2022 15:00,18.74,210.6362,258.706,237.2572,284.4116,73.34,72.33
24/02/2022 16:00,22.91,384.4543,329.5978,292.1465,370.724,112.4,109.53
24/02/2022 17:00,29.28,803.3273,422.8486,403.5511,370.724,128.42,123.52
24/02/2022 18:00,28.47,737.795,621.6279,476.5597,370.724,162.05,157.4
24/02/2022 19:00,26.72,609.9591,660.5876,513.3098,370.724,162.28,156.16
24/02/2022 20:00,26.5,595.0415,619.9558,604.4299,403.0042,120.23,116.08
24/02/2022 21:00,24.15,450.4081,497.8415,535.7099,436.1221,101.89,99.86
24/02/2022 22:00,28.33,727.0633,583.471,617.8279,519.3732,88.82,85.71
24/02/2022 23:00,20,256.0014,344.3713,367.7834,372.3029,82.94,79.99
25/02/2022 00:00,20.23,264.711,319.6611,342.163,377.8579,79.56,78.41
25/02/2022 01:00,21.76,329.807,282.2795,356.1344,417.4436,91.44,88.55
25/02/2022 02:00,21.05,298.3365,296.8224,325.1375,398.7006,79.5,78.42
25/02/2022 03:00,23.04,391.0231,338.2949,305.4732,405.3468,78.19,76.49
25/02/2022 04:00,18.12,190.4297,234.6448,236.5304,266.0976,76.36,74.2
25/02/2022 05:00,6.82,10.1541,47.4872,62.3319,89.9439,91.69,90.19
25/02/2022 06:00,10.08,32.7979,41.1981,69.5227,115.9413,120.06,118.83
25/02/2022 07:00,12.09,56.5162,28.8779,71.2548,133.5425,118.77,116.15
25/02/2022 08:00,11.44,47.8695,44.9851,49.6044,113.463,125.41,122.27
25/02/2022 09:00,14.61,99.8476,65.7396,42.6854,118.9307,118.69,116.57
25/02/2022 10:00,7.66,14.358,26.9651,26.709,37.0746,90.31,88.73
25/02/2022 11:00,10.13,33.2442,36.6575,38.7203,41.9572,87.62,85
25/02/2022 12:00,12.28,59.2332,32.1985,45.2264,52.0732,84.26,82.63
25/02/2022 13:00,13.48,78.4289,54.7857,50.356,52.0732,83.51,81.59
25/02/2022 14:00,15.36,115.8386,82.3759,52.3075,52.0732,81.81,79.88
25/02/2022 15:00,11.53,49.0155,62.366,55.8609,50.8242,94.63,92.17
25/02/2022 16:00,10.67,38.8496,49.8483,50.7932,45.413,118.64,115.77
25/02/2022 17:00,6.98,10.8554,18.6212,25.6381,25.1474,130.3,126.27
25/02/2022 18:00,10.59,37.9597,26.6578,40.3542,40.7796,146.34,141.54
25/02/2022 19:00,14.05,88.7235,37.4283,39.8729,43.7359,145,140.59
25/02/2022 20:00,11.84,53.0956,55.2706,40.5691,51.0284,129.18,126.19
25/02/2022 21:00,11.94,54.5203,59.2134,43.5065,53.8048,108.14,106.26
25/02/2022 22:00,12.47,62.007,56.4529,57.7752,53.8048,82.73,80.65
25/02/2022 23:00,11.71,51.422,53.6141,56.0954,51.837,86.38,83.69
26/02/2022 00:00,9.42,26.7806,35.0947,36.5223,37.2766,87.67,85.11
26/02/2022 01:00,10.43,36.2915,36.7807,40.4429,40.4164,94.69,90.7
26/02/2022 02:00,9.67,28.9123,29.6928,33.9954,36.083,94.32,91.15
26/02/2022 03:00,10.03,32.2817,32.3418,33.3709,37.9974,92.55,90.93
26/02/2022 04:00,12.06,56.1217,37.955,35.1883,52.2543,91.36,88.62
26/02/2022 05:00,11.11,43.867,43.3608,38.7486,45.6811,92.76,89.86
26/02/2022 06:00,7.88,15.651,24.2252,23.4355,25.9368,111.1,107.06
26/02/2022 07:00,6.78,9.9843,14.5309,17.4965,19.6913,127.19,121.22
26/02/2022 08:00,8.31,18.3746,14.3695,21.5846,23.9558,146.41,143.39
26/02/2022 09:00,8.07,16.8408,14.7382,17.9841,21.8788,131.48,128.8
26/02/2022 10:00,6.87,10.3685,12.4988,12.0723,15.9515,89.86,87.46
26/02/2022 11:00,3.95,1.9747,4.3071,4.9682,7.1645,86.92,83.33
26/02/2022 12:00,2.13,0.3071,1.0684,2.0411,4.1227,85.72,82.92
26/02/2022 13:00,4.04,2.114,1.2281,2.9695,5.9514,83.3,81.72
26/02/2022 14:00,7.86,15.5606,3.2739,3.929,12.7894,86.32,83.35
26/02/2022 15:00,7.26,12.2205,8.338,4.1153,11.2691,88.3,84.81
26/02/2022 16:00,5.53,5.4064,7.6461,4.9357,7.5413,113.24,109.55
26/02/2022 17:00,10.4,35.9836,14.7656,11.0594,11.2691,132.84,127.05
26/02/2022 18:00,10.21,34.0312,21.1554,17.9726,11.2691,159.42,154.19
26/02/2022 19:00,9.77,29.8368,31.4965,20.5802,11.2691,160.38,154.83
26/02/2022 20:00,8.89,22.4628,25.362,22.7326,13.8234,133.39,130.66
26/02/2022 21:00,4.49,2.8866,7.2611,9.2719,6.9888,105.37,101.57
26/02/2022 22:00,2.71,0.6347,2.0995,3.9024,4.3281,90.37,87.75
26/02/2022 23:00,6.08,7.2006,2.772,7.7537,10.1549,80.99,78.42
27/02/2022 00:00,5.17,4.4086,3.2202,4.8046,6.6283,78.48,80.22
27/02/2022 01:00,9.03,23.516,9.8725,5.3025,13.4184,82.08,82.62
27/02/2022 02:00,7.9,15.7771,12.7734,7.5369,17.3027,82.79,83.82
27/02/2022 03:00,7.83,15.3544,16.6302,11.9439,15.4594,79.66,80.82
27/02/2022 04:00,7.59,14.0089,14.5154,13.5116,14.3376,81.08,81.26
27/02/2022 05:00,6.9,10.5083,11.794,12.8314,11.3212,84.2,85.13
27/02/2022 06:00,8.68,20.9425,14.7506,15.0728,12.1749,104.7,105.01
27/02/2022 07:00,7.99,16.3322,15.5246,15.1795,14.6714,113.62,114.64
27/02/2022 08:00,6.66,9.4361,12.0252,11.5026,11.8619,138.98,139.35
27/02/2022 09:00,7.91,15.8037,13.5938,14.1955,15.5648,117.8,119.54
27/02/2022 10:00,6.57,9.0698,10.0881,11.283,12.0266,104.11,104.56
27/02/2022 11:00,5.67,5.8446,7.6068,8.0638,9.5914,86.24,87.83
27/02/2022 12:00,4.74,3.4071,4.4999,5.3942,6.8874,80.89,82.52
27/02/2022 13:00,5.68,5.8538,4.9369,6.5543,7.7271,81.86,83.42
27/02/2022 14:00,3.73,1.6539,2.4037,2.9177,4.4186,82.59,83.07
27/02/2022 15:00,5.7,5.9116,4.0781,4.25,6.618,81.5,82.2
27/02/2022 16:00,4.7,3.3239,3.3306,3.548,4.4823,107.12,107.72
27/02/2022 17:00,6.97,10.8454,6.2094,4.9111,5.8827,119.61,120.96
27/02/2022 18:00,4.91,3.797,4.5553,4.14,4.7494,142.01,146.25
27/02/2022 19:00,1.7,0.1562,0.9643,1.0944,1.3662,149.67,150.48
27/02/2022 20:00,4.11,2.2221,1.4602,2.5344,2.8552,134.46,135.33
27/02/2022 21:00,3.13,0.9812,0.8458,1.5525,1.935,102.96,103.24
27/02/2022 22:00,4.29,2.533,1.8185,1.5291,2.7174,85.25,86.83
27/02/2022 23:00,5.71,5.9672,2.6869,1.7402,2.9105,84.92,86.29
28/02/2022 00:00,5.94,6.7198,4.8097,3.1929,3.5552,88.1,85.89
28/02/2022 01:00,8.25,17.9714,9.3504,5.2265,3.5552,99.88,96.95
28/02/2022 02:00,6.88,10.439,10.7657,7.6894,4.8006,90.54,86.91
28/02/2022 03:00,8.55,19.977,15.7393,11.297,4.8006,88.3,85.71
28/02/2022 04:00,8.35,18.6388,15.9413,14.0208,6.336,87.63,84.92
28/02/2022 05:00,6.94,10.6952,13.1938,12.795,8.4433,86.65,84.31
28/02/2022 06:00,13.44,77.7069,28.1123,22.0501,10.5666,102.56,98.26
28/02/2022 07:00,9.33,25.9914,28.4621,25.9211,14.0202,99.61,96.79
28/02/2022 08:00,8.52,19.8088,27.2366,22.7098,18.3031,123.21,119.51
28/02/2022 09:00,12.2,58.027,32.1512,32.8291,19.2179,128.55,126.78
28/02/2022 10:00,12.44,61.6099,43.204,44.7862,19.8928,113.8,109.56
28/02/2022 11:00,10.88,41.2526,46.9299,38.9185,22.8525,100.11,96.96
28/02/2022 12:00,13.31,75.4306,58.2618,48.2866,33.0368,97.07,93.74
28/02/2022 13:00,7.34,12.6396,22.7378,25.6149,21.2324,95,92.71
28/02/2022 14:00,9.1,24.1141,27.502,30.6462,28.3418,91.68,89.05
28/02/2022 15:00,7.3,12.4223,14.0626,19.2377,21.0783,90.8,89.74
28/02/2022 16:00,7.68,14.5006,15.4977,18.3806,19.2935,114.85,112.21
28/02/2022 17:00,8.86,22.2747,16.0549,16.7247,22.7254,125.88,121.43
